EVENT_LOG	PRECISION	FITNESS	FILTER_FREQ	FILTER_RAND	TOTAL_TRACES	DISCOVERY_ALG_ENC	DISCOVERY_ALG	EDIT_DISTANCE	EDIT_DISTANCE_WEIGHTED	EDIT_DISTANCE_WEIGHTED_MODIF	EDIT_DISTANCE_WEIGHTED_FIT	ALIGNMENT_DFG	DIST_NODES_PERCENT	DIST_EDGES_PERCENT	DIST_EDGES_WEIGHTED_FIT	DIST_EDGES_BTW	DIST_EDGES_CC	DIST_EDGES_DEGREE	CLUST_DIFF	CLUST_MAX_DIFF	DEGREE_DIFF	DEGREE_MAX_DIFF	BETWEEN_DIFF	BETWEEN_MAX_DIFF	ASSORT_DIFF	ENTROPY_DIFF	ENTROPY_DIFF_BTW	EXCEEDING_EDGES	EXCEEDING_EDGES_BTW	EXCEEDING_EDGES_CC	EXCEEDING_EDGES_DEGREE	ESCAPING_EDGES_DFG	ESCAPING_EDGES_DFG_NO_ALGN	FOURIER_ENTROPY_DIFF	FOURIER_ENTROPY_DIFF_WEIGHTED	CLUST_DIFF_WEIGHTED	BETWEEN_DIFF_WEIGHTED	BETWEEN_DIFF_WEIGHTED_NORM	PN_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	PN_SIMPLICITY	PN_GENERALIZATION	LOG_BTW_MAX	LOG_BTW_MEDIAN	LOG_BTW_ENTROPY	LOG_CC_MAX	LOG_CC_MEDIAN	LOG_CC_ENTROPY	LOG_DEGREE_MAX	LOG_DEGREE_MEDIAN	LOG_DEGREE_ENTROPY	LOG_LINK_DENSITY	LOG_NODE_DEGREE_RATIO	LOG_FOURIER_ENTROPY	LOG_TRACES	LOG_VARIANTS	LOG_ACTIVITIES
BPI_Challenge_2014_Department control parcels.xes.gz	0.4675	0.9889	-1	-1	29297	3	ETM	0.6	0.165872890838655	0.2	0.392355514621229	0.999327780465354	0.333333333333333	0.55	0.008577020492747	0.009178	0.009717	0.009911	0.1829	0	-0.6667	0	0.15	0.625	-0.7718	-0.7516	-0.2925	0.566831683168317	0.049919	0.04348	0.042668	0.868992541412859	0.870340316096976	-0.1976	-0.4344	-0.277397864564927	3	-0.666666666666667	6	5	9	2.6667	4	0.7143	0.5331	0.25	0.05	1.7925	0.0473	0.018	2.2516	8982	1565	2.585	0.6333	0.3158	1.9579	29297	349	6
ElectronicInvoicingENG.xes.gz	0.945	0.9352	-1	-1	20135	3	ETM	0.296296296296296	0.134172354046357	0.1875	0.235850395472403	0.941827955418623	0	0.111111111111111	0.023475657245712	0.025678	0.023476	0.033005	0	0	-0.2222	0	0.0338	-0.0089	0.0676	-0.6233	0	0	0	0	0	0.62168940890915	0.588317002831012	-0.0736	0.0371	0	-17	-0.303571428571429	4	17	19	2.2105	3	0.9091	0.8496	0.3036	0.125	2.5033	0	0	0	45374	37058	2.5033	0.25	0.5	1.7924	20135	7	9
4a_VARA_CIVEL_-_TJGO.xes	0.8239	0.9257	-1	-1	339	3	ETM	0.82051282051282	0.1788507191733	0.448275862068966	0.162337662337662	0.975669144031976	0.5	0.604651162790698	0.097402597402598	0.111489	0.104675	0.104159	0.3682	0	3.375	-5	-0.0601	-0.5564	0.4256	-1.6415	-0.3585	1.88474025974026	0.162696	0.161579	0.164066	0.744662052716831	0.700866089273817	-0.971	-0.9218	-0.214518342785697	341.666666666667	0.922222222222222	30	13	32	4.4375	16	0.3589	0.5576	0.6032	0.077	2.8585	0.0978	0.0363	3.3278	202	7	3.875	0.2583	0.2581	2.9119	339	98	16
VARA_DA_FAZENDA_PUBLICA_DA_COMARCA_DE_PAULISTA_-_TJPE.xes	0.9775	0.6096	-1	-1	116	3	ETM	0.842465753424658	0.185690271562848	0.34375	0.452446906740535	0.762795054074681	0.551724137931034	0.788617886178862	0.258079409048938	0.276759	0.26461	0.275473	-0.0973	-0.1666	-1.573	-15	0.0484	-0.2452	0.3287	-0.6275	-0.3415	0.488227146814404	0.040396	0.040043	0.040156	0.439981603556646	0.294294294294294	-1.4286	-1.2128	-0.303303431585735	1129	0.174001924001924	11	60	65	2.4308	11	0.7556	0.593	0.7407	0.0032	3.2727	0.0388	0.0064	2.856	1109	50	4.1558	0.1441	0.2479	3.7358	116	112	29
BPI_Challenge_2014_Entitlement application.xes.gz	0.8283	0.9246	-1	-1	15260	3	ETM	0.918604651162791	0.1851882153808	0.375	0.496354119826609	0.958999435678527	0.6	0.842105263157895	0.086292425850316	0.092771	0.090017	0.092641	-0.0402	0.1212	-4.6	-11	0.0611	0.1315	0.0612	-0.8037	-0.2899	0	0	0	0	0.614053719069056	0.452776073577436	-0.7137	-1.1753	-0.094709631381668	684.333333333333	0.810498468393205	44	22	60	3.5333	11	0.4228	0.3476	0.5283	0.0504	2.1955	0.0102	0.0008	4.2219	79058	725.5	4.3219	0.4	0.1316	3.2111	15260	2553	20
BPI_Challenge_2014_Inspection.xes.gz	0.9975	-1	-1	-1	5485	3	ETM	0.890243902439024	0.355955200484324	0.533333333333333	0.963387989512672	0.849469380819907	0.333333333333333	0.776119402985075	0.166278247118066	0.180494	0.17429	0.179583	-0.3644	-0.5	-2.9667	-7	0.1196	0.1201	0.1383	-0.7459	0.0468	0	0	0	0	0.60133854009802	0.563972370888797	-0.1715	-0.4742	-0.02735498160902	264	0.426434676434677	3	28	30	2.0667	3	0.9683	0.887	0.5769	0.0659	2.5996	0.0163	0.0029	3.4566	124193	3632	3.9069	0.319	0.2239	2.5799	5485	3190	15
BPI_Challenge_2014_Geo parcel document.xes.gz	0.6923	0.821	-1	-1	29059	3	ETM	0.854014598540146	0.161645839118763	0.111111111111111	0.446833287049894	0.8872318733332	0.625	0.860655737704918	0.221375543830417	0.254713	0.229483	0.242413	-0.0173	0	-4.5625	-10	0.056	0.1337	0.2105	-1.3734	-0.529	0	0.025526	0.026689	0.025587	0.670096190898936	0.473709478473458	-0.7049	-1.3129	-0.635561651432741	333.833333333333	0.594444444444445	25	8	31	3.2258	11	0.4706	0.9025	0.3421	0.0897	2.7806	0.0177	0.0025	3.5	140472	5657	4	0.5042	0.1322	2.8819	29059	9274	16
BPI_Challenge_2012.xes.gz						3	ETM	0.845637583892617	0.18941610166203	0.428571428571429	0.472492403046007	-1	1	1	1	1.090047	1.027742	1.061262	-0.4708	-0.5	-3.7346	-11	0.0667	0.1157	0.4545	-1.4928	0	0	0	0	0	-1	-1	-0.454	-0.4237	0.246154880027818	1385	2.73715415019763	0	34	33	2.0606	3	0.971	0	0.5494	0.0415	0	0.0485	0.0061	4.1683	52911	5064	4.3035	0.2264	0.192	3.0721	13087	4366	24
3a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG.xes	0.9877	0.5469	-1	-1	35	3	ETM	0.829166666666667	0.222956645344705	0.26530612244898	0.606965174129353	0.747518281751846	0.4	0.795348837209302	0.295793758480325	0.315159	0.302267	0.312166	-0.4877	0	-4.2778	-12	0.054	0.093	0.0515	-1.2539	-0.3252	0.518769787426504	0.045911	0.043909	0.043861	-1	-1	-0.4224	-0.6592	0.065643289979806	971.933333333333	-0.186875784796677	5	106	106	2.0943	3	0.9559	0.4975	0.3878	0.033	3.0375	0.0359	0.0152	4.2542	383	16	4.2802	0.2143	0.1667	3.591	35	35	30
BPI_Challenge_2020_InternationalDeclarations.xes.gz	0.6348	0.8511	-1	-1	6449	3	ETM	0.991304347826087	0.283568957094877	0.672727272727273	0.656829320264223	0.825989681818919	0.382352941176471	0.799043062200957	0.201044108246324	0.217399	0.205322	0.208894	-0.2526	-0.3333	-3.1457	-19	0.0339	-0.161	0.6963	-1.0474	0.2477	0.660025569997869	0.051667	0.051369	0.051478	0.744102282223503	0.523221908605286	-0.7981	-0.7239	-0.216873694280138	1812.83333333333	0.252772793726741	24	25	39	3.7436	11	0.4314	0.6925	0.4438	0.0414	0.5704	0.0222	0.0042	4.83	8099	537.5	5.0875	0.1747	0.1735	3.6021	6449	753	34
DocumentProcessingENG.xes.gz	0.9085	0.8905	-1	-1	18352	3	ETM	0.275862068965517	0.137986732065706	0.210526315789474	0.203433880407645	0.895967741935549	0	0.1	0.0195350550485	0.019535	0.019535	0.029303	0.1167	0.5	0	0	0.0514	0.0834	0.0967	0	0	0.111152948880612	0.036984	0.036104	0.040206	0.522900800403761	0.491670571603301	-0.126	-0.1589	-0.598261232455862	-37	-0.513888888888889	4	18	20	2.2	3	0.913	0.901	0.1944	0.125	2.4464	0	0	0	36704	27158	2.1219	0.2111	0.5263	2.0742	18352	3	10
1a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG.xes	0.9659	0.5713	-1	-1	28	3	ETM	0.825892857142857	0.253370098039216	0.135135135135135	0.731617647058823	0.847887916976203	0.625	0.807291666666667	0.241013071895425	0.257171	0.246162	0.255197	-0.2721	0	-2.9167	-17	0.0744	-0.0172	0.4025	-0.8831	-0.2554	0	0	0	0	-1	-1	-0.943	-1.2618	-0.172718568273109	1554.47619047619	-0.107992366056882	10	111	122	2.1311	11	0.8773	0.3368	0.3477	0.0385	3.3846	0.0416	0.0122	4.2542	490	8	3.9783	0.1798	0.1986	3.6671	28	28	32
edited_hh104_weekends.xes.gz	0.98	0.6019	-1	-1	18	3	ETM	0.742424242424242	0.12282335260871	0.192982456140351	0.307017543859649	0.740051800519622	0.157894736842105	0.696132596685083	0.249707602339181	0.26731	0.260771	0.265797	-0.3709	0	-5.8586	-8	0.0504	0.2935	0.1089	-0.8434	-0.1356	0.067836257309942	0.006481	0.00647	0.00646	0.194567627494457	-1	0.2221	-0.0465	0.016437869875357	-133.196536796537	-1.09709419121184	2	126	124	2.0645	3	0.9692	0.4911	0.2161	0.0341	3.0106	0.0276	0.0144	4.1427	382	64	4.1427	0.5234	0.1061	3.1256	18	18	19
1a_VARA_CRIMINAL_DA_CAPITAL_-_TJAM.xes	0.9956	0.5635	-1	-1	131	3	ETM	0.870175438596491	0.209886732816807	0.096774193548387	0.615153788447112	0.758769899006575	0.717948717948718	0.896825396825397	0.328582145536384	0.361373	0.333891	0.34824	-0.1076	0	-3.9167	-20	0.0574	0.1305	-0.0616	-1.4649	-0.2931	0.170667666916729	0.009077	0.009056	0.009085	-1	-1	-1.1784	-1.5868	-0.177050529535402	2525.80844155844	0.528466615966616	10	54	59	2.4407	11	0.7455	0.7068	0.2382	0.0265	2.9818	0.0191	0.0037	4.0688	2574	16	4.6255	0.1757	0.1538	4.205	131	128	38
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB.xes	0.9656	0.5378	-1	-1	229	3	ETM	0.863453815261044	0.277447011193141	0.193548387096774	0.809716599190283	0.669357317901964	0.464285714285714	0.864864864864865	0.401545822598454	0.434944	0.411423	0.426095	-0.5995	-0.5	-5.8262	-17	0.0595	0.03	0.2278	-1.5074	-0.291	0.023555391976445	0.003289	0.003303	0.003292	0.486915594603075	0.303448275862069	-0.4137	-0.8703	-0.006405803194976	1202.88571428571	0.407041107041107	8	51	53	2.5283	11	0.7179	0.7329	0.3861	0.0543	3.1639	0.0505	0.0189	3.8788	929	72.5	4.3213	0.2923	0.1267	3.471	229	227	28
VARA_DE_SUCESSOES_DE_CAMPINA_GRANDE_-_TJPB.xes	0.9672	0.6063	-1	-1	25	3	ETM	0.802083333333333	0.198404757065504	0.171428571428571	0.565274151436031	0.756112052642589	0.4	0.797619047619048	0.293080939947781	0.316608	0.300039	0.311667	-0.4237	0	-4.3467	-12	0.044	0.1677	0.1846	-0.9363	-0.5907	0.16644908616188	0.008884	0.008828	0.008863	0.273289665211063	-1	-0.4306	-0.673	-0.06167964747892	692.809523809524	-0.273318468970643	12	77	88	2.2273	11	0.8233	0.4369	0.2681	0.061	3.2733	0.0288	0.0172	4.1639	395	26	4.0195	0.2783	0.1497	3.4075	25	25	25
BPI_Challenge_2020_PrepaidTravelCost.xes.gz	0.6796	0.9142	-1	-1	2099	3	ETM	0.989583333333333	0.325970762231406	0.694444444444444	0.842942961540844	0.908263064140596	0.448275862068966	0.882022471910112	0.136681736545488	0.143287	0.139882	0.143121	-0.1376	-0.3333	-3.3707	-9	0.022	0.0496	0.5515	-1.4695	0.1209	0.596085960240292	0.076801	0.076109	0.076058	1.00399025136194	0.676686265442294	-0.4881	-0.9386	-0.762175112751456	1463.14632034632	0.975854921093016	16	16	26	3.6923	11	0.4328	0.9541	0.3958	0.0533	0.2164	0.0118	0.0039	4.5561	2279	158	4.72	0.2007	0.1779	3.4342	2099	202	29
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO.xes	0.8301	0.4672	-1	-1	43	3	ETM	0.87375415282392	0.306527757773617	0.1	0.916841369671558	0.604934107054034	0.641025641025641	0.893939393939394	0.562543675751223	0.590592	0.575748	0.590745	-0.3225	-0.5	-4.575	-20	0.0956	0.0936	0.1499	-1.4417	-0.4715	0.090845562543676	0.006976	0.00695	0.006966	0.480388494583489	-1	-1.0795	-1.2414	0.035718381214983	2489.90396825397	-0.423209053472211	11	30	38	2.5789	11	0.6752	0.5305	0.2809	0.0119	3.0821	0.0463	0.0182	4.3713	161	13	4.1562	0.1768	0.1489	3.8181	43	41	39
BPI_Challenge_2014_Reference alignment.xes.gz	0.62	0.9762	-1	-1	43802	3	ETM	0.571428571428571	0.157894667841336	0.357142857142857	0.140350670190674	0.999584128857684	0.166666666666667	0.619047619047619	0.003657730791014	0.004132	0.004293	0.004405	0.1625	-0.3333	0.3	0	-0.0333	-0.1389	-0.0922	-0.6631	0.0036	0.526748631300736	0.30135	0.340812	0.322261	0.610279847849713	0.569454022324802	-0.2896	-0.5627	-0.234258035522746	16	0.533333333333333	17	6	20	3.9	11	0.3805	0.2872	0.4	0.25	1.9183	0.0137	0.0048	2.2516	43802	8433	2.585	0.5	0.4	1.9738	43802	515	6
Hospital Billing - Event Log.xes.gz	0.5305	0.9322	-1	-1	100000	3	ETM	0.84472049689441	0.077622419418133	0.339622641509434	0.106993132380272	0.962118098282962	0.555555555555556	0.804878048780488	0.070122011959278	0.074124	0.073308	0.072494	0.3293	0.131	-1.3194	-6	-0.0247	-0.1068	0.1068	-1.5699	-0.736	2.52589516705136	0.198916	0.197853	0.196952	0.89581141814847	0.553483387354926	-0.6828	-1.345	-0.296461482692489	609.5	1.17375700280112	26	10	27	4.1481	16	0.3913	0.8144	0.5037	0.0928	2.6416	0.0085	0.0013	4.1699	78882	2492	4.1699	0.4673	0.1259	3.0597	100000	1020	18
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR.xes	0.9136	0.7809	-1	-1	513	3	ETM	0.751724137931034	0.09061701350858	0.035714285714286	0.259437751004016	0.886424068550642	0.565217391304348	0.780487804878049	0.146549835706462	0.158835	0.150207	0.158149	-0.179	0	-2.5043	-9	0.1704	0.1858	0.2846	-1.2076	-0.9317	0.072216137276378	0.017652	0.017469	0.017541	0.492457924761963	0.422025268715821	-1.0636	-1.1022	-0.18780174435704	944.666666666667	0.016414141414142	20	28	43	2.6512	11	0.6642	0.6942	0.43	0.0458	2.8927	0.0192	0.0063	4.0188	3997	154	4.3168	0.2411	0.1885	3.4201	513	395	23
Road_Traffic_Fine_Management_Process.xes.gz	0.8264	0.8706	-1	-1	150370	3	ETM	0.876543209876543	0.188752128435904	0.4375	0.466256385307711	0.831301007603873	0.272727272727273	0.821917808219178	0.165186086110436	0.171048	0.184103	0.173227	-0.6213	-0.6	-4.3636	-7	0.0133	0.0033	0.1448	-0.5958	-0.3947	0.273208465093651	0.033739	0.033007	0.032842	1.61373714766604	0.714281513520449	0.3855	-0.3361	-0.093798335523819	95	0.801587301587302	6	8	10	2.8	4	0.75	0.9884	0.3	0.0667	2.5503	0.0333	0.0045	3.0958	150370	4188	3.2776	0.6364	0.1571	2.3445	150370	231	11
BPI_Challenge_2020_PermitLog.xes.gz	0.8139	0.7418	-1	-1	7065	3	ETM	0.948675496688742	0.316384553007419	0.346938775510204	0.931070476382112	0.747291174415588	0.686274509803922	0.919210053859964	0.334649630263092	0.34867	0.339566	0.34411	-0.1379	0	-7.7806	-24	0.0565	0.244	0.2643	-1.9915	0.5774	0.214661200261583	0.00958	0.009533	0.009543	1.08086426536599	0.475733194913055	-0.9529	-1.6255	-0.210002672717409	4207.82215890834	-0.489868506568023	28	22	44	3.4091	11	0.4563	0.7448	0.1869	0.0264	0.416	0.0092	0.0016	5.4763	7574	221	5.5548	0.2169	0.0922	4.101	7065	1478	51
BPI_Challenge_2019_log_IEEE.xes.gz	0.9831	0.7561	-1	-1	251734	3	ETM	0.987037037037037	0.273819219717264	0.5	0.743004889937353	0.844436241175718	0.833333333333333	0.975903614457831	0.436923676655592	0.451003	0.445233	0.452184	-0.1261	0	-10.1428	-24	0.0298	0.076	-0.1472	-2.1861	-1.1861	0	0	0	0	65.2498177401438	0.868275276654208	-1.642	-2.4161	-1.32007864938396	4257.49761904762	2.10518147502904	2	7	10	2	3	0.9048	0.9967	0.3355	0.0396	2.3349	0.0078	0.0005	5.2495	291321	1628	5.1542	0.2892	0.0843	4.1452	251734	11973	42
Sepsis Cases - Event Log.xes.gz	0.8582	0.7753	-1	-1	1050	3	ETM	0.67175572519084	0.12444286187886	0.119047619047619	0.329850324767015	0.87255761129288	0.3125	0.669491525423729	0.15129906805987	0.161892	0.15674	0.1647	-0.075	0	-3.3693	-7	0.0155	-0.032	0.2602	-0.3006	0.0963	0.302527534594747	0.028608	0.027314	0.027361	0.541082873507477	0.452526799387443	0.1598	-0.6363	-0.504453235393023	365.166666666667	1.0468253968254	62	24	77	3.7143	11	0.3985	0.493	0.3849	0.1377	2.0218	0.0334	0.0238	3.5778	3339	738.5	4	0.4792	0.1391	2.9654	1050	846	16
BPI_Challenge_2013_open_problems.xes.gz						3	ETM	2.22222222222222	1.22222222222222	1.15	0	-1	1	1	1	1.79047	1	1.461706	0.95	1	2.8	2	-0.3166	-0.9722		-0.614	-0.214	0	0	0	0	-1	-1	0.2818	0.2833	0	2	1	31	11	31	4.2581	11	0.3822	0.0919	1	0	1.585	0	0	0	1211	290	1.585	1	0.5	0.9706	819	108	3
BPI_Challenge_2013_incidents.xes.gz						3	ETM	1.8	1.03642502222592	1.29468599033816	0.696666034253781	-1	1	1	1	1.400404	1.215291	1.309112	-0.5165	-0.4444	-0.1944	2	-0.1171	-0.119	0.2256	1.0033	-0.6484	0	0	0	0	-1	-1	0.4813	0.4622	0.111584770979789	9	1.5	14	10	17	3.7647	11	0.4713	0	0.8333	0.3333	2	0.0547	0.0276	1	40109	8932.5	2	0.9167	0.3636	1.5554	7554	1511	4
BPI Challenge 2017.xes.gz	0.9033	-1	-1	-1	31509	3	ETM	0.892156862745098	0.189020752412056	0.444444444444444	0.455949905958362	0.843542677536632	0.307692307692308	0.81767955801105	0.165742194373218	0.17208	0.171565	0.173662	-0.3305	-0.2	-4.8462	-9	0.0516	0.1825	0.0281	-1.7767	0	0.192651256707193	0.022088	0.021864	0.021974	0.637034710739467	0.481528153430047	-0.3523	-0.5656	-0.127326071496115	1124	0.938774509803922	27	29	51	2.6275	11	0.6646	0.67	0.5217	0.0392	0	0.0322	0.0031	4.6235	196834	27333	4.4697	0.2738	0.1461	3.2185	31509	15930	26
BPI_Challenge_2020_DomesticDeclarations.xes.gz	0.7056	0.9663	-1	-1	10500	3	ETM	1.08928571428571	0.51204036594898	0.727272727272727	0.895095456821299	0.970725553388656	0.411764705882353	0.666666666666667	0.03104251474846	0.032541	0.03354	0.03211	0.2641	0	1.0059	-1	-0.0278	-0.4079	0.1398	0.1104	0.1462	0.79199773602978	0.139286	0.133974	0.141299	0.808769014444586	0.576336217904934	-0.8269	-0.8863	-0.525512184029269	358	0.694444444444444	26	12	31	4	11	0.3855	0.7608	0.8583	0.0542	0.3228	0.0612	0.0051	3.3816	11531	289	3.8078	0.1434	0.4359	2.9261	10500	99	17
5a_VARA_CIVEL_-_TJMT.xes	0.963	0.4877	-1	-1	29	3	ETM	0.882352941176471	0.272988187801549	0.361111111111111	0.770813844714686	0.611518216736391	0.542857142857143	0.825396825396825	0.39756782039289	0.418119	0.407159	0.418444	-0.2643	0	-3.0643	-13	0.0515	0.0382	0.1265	-1.0687	-0.3055	0.416276894293732	0.026197	0.025726	0.025867	0.258919961427194	-1	-0.8957	-0.9882	0.030174357060057	1848.80119047619	-0.066920252949665	15	60	66	2.5152	11	0.7382	0.3842	0.4127	0.0183	3.2583	0.0456	0.0191	4.4004	245	11	4.064	0.1563	0.1882	3.8768	29	29	35
