	exchange_leaf	exchange_op	exchange_subtree	prob_up	inner_similarity	trees_similarity	ARI	eps	balance
357	1	1	3	0.7	0.963	0.0425	0.8525	5	0.03623125
278	1	0	2	0.5	1.107	0.0397	0.9067	5	0.03599599
1125	4	2	3	0.3	1.259	0.0406	0.8856	5	0.03595536
124	0	2	0	0.3	1.336	0.038	0.9289	5	0.0352982
356	1	1	3	0.7	1.189	0.0394	0.8941	5	0.03522754
271	1	0	2	0.3	1.14	0.0408	0.8594	5	0.03506352
882	3	2	2	0.7	1.049	0.0464	0.7548	5	0.03502272
1423	5	3	2	0.7	1.208	0.0402	0.8663	5	0.03482526
226	0	3	3	0.3	1.385	0.038	0.9149	5	0.0347662
1194	4	3	3	0.5	0.9	0.0564	0.6148	5	0.03467472
541	2	1	0	0.3	1.334	0.036	0.9478	5	0.0341208
623	2	2	1	0.5	1.048	0.0456	0.7426	5	0.03386256
304	1	1	0	0.3	1.04	0.0345	0.981	5	0.0338445
72	0	1	0	0.7	1.528	0.0372	0.9093	5	0.03382596
1274	5	1	0	0.7	0.973	0.0354	0.9414	5	0.03332556
151	0	2	2	0.3	0.926	0.0466	0.7137	5	0.03325842
575	2	1	2	0.5	1.832	0.0334	0.9786	4	0.03268524
773	3	0	3	0.5	1.444	0.0344	0.9482	5	0.03261808
113	0	1	3	0.5	1.341	0.0342	0.9521	5	0.03256182
1343	5	2	1	0.5	1.421	0.0328	0.9895	5	0.0324556
71	0	1	0	0.7	1.387	0.0352	0.9092	5	0.03200384
1403	5	3	1	0.5	1.409	0.036	0.8839	5	0.0318204
1431	5	3	3	0.5	1.071	0.0412	0.769	5	0.0316828
213	0	3	2	0.3	0.965	0.0483	0.6367	5	0.03075261
1276	5	1	1	0.3	0.83	0.0415	0.7374	5	0.0306021
622	2	2	1	0.5	1.069	0.0394	0.7499	5	0.02954606
291	1	0	3	0.5	0.885	0.0307	0.9617	5	0.02952419
1167	4	3	1	0.7	1.069	0.0513	0.5726	5	0.02937438
1307	5	1	3	0.3	1.044	0.0343	0.8563	5	0.02937109
1273	5	1	0	0.7	1.034	0.0328	0.8884	4	0.02913952
659	2	2	3	0.7	1.464	0.0321	0.8764	5	0.02813244
895	3	2	3	0.7	1.315	0.0323	0.8707	5	0.02812361
784	3	1	0	0.3	0.943	0.0284	0.975	4	0.02769
790	3	1	0	0.7	1.131	0.0281	0.9708	5	0.02727948
701	2	3	2	0.7	1.623	0.0275	0.9513	5	0.02616075
305	1	1	0	0.5	0.787	0.0271	0.9652	5	0.02615692
1001	4	0	2	0.7	0.97	0.028	0.93	4	0.02604
809	3	1	1	0.7	1.151	0.0283	0.915	5	0.0258945
759	3	0	2	0.5	1.477	0.0278	0.9308	4	0.02587624
220	0	3	2	0.7	0.941	0.0262	0.9806	5	0.02569172
934	3	3	2	0.3	0.964	0.0343	0.7434	5	0.02549862
303	1	1	0	0.3	0.912	0.0267	0.9492	5	0.02534364
73	0	1	0	0.7	1.388	0.0256	0.9096	5	0.02328576
135	0	2	1	0.3	0.86	0.0236	0.941	5	0.0222076
1425	5	3	3	0.3	1.014	0.0234	0.9211	5	0.02155374
1171	4	3	2	0.3	0.887	0.0385	0.5427	5	0.02089395
128	0	2	0	0.5	0.875	0.0216	0.9587	4	0.02070792
1278	5	1	1	0.3	0.837	0.0216	0.9497	4	0.02051352
118	0	1	3	0.7	1.01	0.0282	0.7263	5	0.02048166
1346	5	2	1	0.7	0.979	0.0251	0.7844	5	0.01968844
1058	4	1	2	0.5	0.895	0.0322	0.6067	5	0.01953574
298	1	0	3	0.7	1.126	0.0253	0.7657	5	0.01937221
77	0	1	1	0.3	1.312	0.021	0.9168	5	0.0192528
579	2	1	2	0.5	1.143	0.0219	0.8459	5	0.01852521
1260	5	1	0	0.3	1.269	0.0193	0.9257	5	0.01786601
618	2	2	1	0.3	1.065	0.0248	0.7171	5	0.01778408
1122	4	2	2	0.7	1.136	0.0296	0.5915	5	0.0175084
674	2	3	0	0.7	1.06	0.02	0.8285	5	0.01657
588	2	1	3	0.3	1.381	0.0164	1	4	0.0164
788	3	1	0	0.5	1.091	0.0171	0.9586	4	0.01639206
1093	4	2	0	0.7	1.142	0.0161	1	5	0.0161
300	1	1	0	0.3	0.924	0.0167	0.9476	4	0.01582492
214	0	3	2	0.3	1	0.0263	0.5923	5	0.01557749
1399	5	3	1	0.3	1.058	0.0194	0.7598	5	0.01474012
407	1	2	3	0.3	1.147	0.0161	0.8956	4	0.01441916
698	2	3	2	0.5	1.055	0.0224	0.6383	5	0.01429792
1255	5	0	3	0.7	1.352	0.0153	0.9311	5	0.01424583
444	1	3	1	0.5	1.181	0.0137	1	5	0.0137
1271	5	1	0	0.7	1.018	0.0146	0.9194	4	0.01342324
1405	5	3	1	0.7	1.451	0.0174	0.7696	5	0.01339104
70	0	1	0	0.7	1.455	0.0136	0.8977	5	0.01220872
350	1	1	3	0.5	0.998	0.0125	0.9586	4	0.0119825
1197	4	3	3	0.7	1.149	0.022	0.5351	5	0.0117722
139	0	2	1	0.3	1.135	0.0183	0.6357	5	0.01163331
1086	4	2	0	0.5	1.357	0.0136	0.8252	5	0.01122272
429	1	3	0	0.5	1.001	0.0112	0.9939	4	0.01113168
1253	5	0	3	0.5	1.07	0.0123	0.8944	4	0.01100112
881	3	2	2	0.7	1.325	0.0126	0.8589	5	0.01082214
1006	4	0	3	0.3	0.939	0.0108	0.9083	5	0.00980964
660	2	3	0	0.3	1.924	0.0093	0.9901	5	0.00920793
731	3	0	0	0.7	1.378	0.0094	0.979	5	0.0092026
628	2	2	1	0.7	1.204	0.0105	0.7805	5	0.00819525
422	1	3	0	0.3	1.026	0.0115	0.7108	5	0.0081742
824	3	1	2	0.7	1.069	0.0069	0.9894	5	0.00682686
12	0	0	0	0.7	2.514	0.9314	0.0068	2	0.00633352
15	0	0	1	0.3	2.53	0.7996	0.0043	2	0.00343828
1048	4	1	1	0.7	1.006	0.003	0.9083	5	0.0027249
302	1	1	0	0.3	0.827	0.0028	0.9563	5	0.00267764
1263	5	1	0	0.3	1.134	0.002	0.98	4	0.00196
5	0	0	0	0.5	2.565	0.9309	0.0021	2	0.00195489
14	0	0	0	0.7	2.534	0.9263	0.0017	2	0.00157471
826	3	1	3	0.3	0.751	0.0014	0.9504	5	0.00133056
4	0	0	0	0.3	2.52	0.9243	0.0013	3	0.00120159
828	3	1	3	0.3	0.833	0.0012	0.9457	5	0.00113484
9	0	0	0	0.5	2.479	0.9237	0.0012	1	0.00110844
7	0	0	0	0.5	2.562	0.9332	0.0011	1	0.00102652
3	0	0	0	0.3	2.541	0.9269	0.0008	1	0.00074152
0	0	0	0	0.3	2.599	0.9293	0.0005	1	0.00046465
739	3	0	1	0.3	1.376	0.0005	0.8769	5	0.00043845
2	0	0	0	0.3	2.523	0.9273	0.0003	1	0.00027819
10	0	0	0	0.7	2.551	0.9242	0.0003	3	0.00027726
6	0	0	0	0.5	2.51	0.925	0.0002	1	0.000185
1	0	0	0	0.3	2.536	0.9333	0	4	0
11	0	0	0	0.7	2.466	0.9222	0	1	0
8	0	0	0	0.5	2.528	0.9232	0	4	0
13	0	0	0	0.7	2.561	0.9282	0	1	0
137	0	2	1	0.3	0.978	-0.0012	0.7788	5	-0.00093456
93	0	1	2	0.3	1.335	-0.0018	0.8997	5	-0.00161946
1270	5	1	0	0.7	0.909	-0.0022	0.8916	5	-0.00196152
1161	4	3	1	0.5	1.109	-0.0037	0.6757	5	-0.00250009
130	0	2	0	0.7	0.767	-0.0026	0.9675	4	-0.0025155
1266	5	1	0	0.5	0.978	-0.0027	0.9492	5	-0.00256284
1191	4	3	3	0.5	1.16	-0.0061	0.4953	5	-0.00302133
120	0	2	0	0.3	0.913	-0.0039	0.8594	5	-0.00335166
894	3	2	3	0.5	1.367	-0.0041	0.873	5	-0.0035793
1373	5	2	3	0.5	1.22	-0.0038	1	4	-0.0038
1049	4	1	1	0.7	0.942	-0.0039	0.9896	4	-0.00385944
1432	5	3	3	0.5	1.151	-0.0058	0.718	5	-0.0041644
76	0	1	1	0.3	1.435	-0.0053	0.8695	4	-0.00460835
733	3	0	0	0.7	1.387	-0.0047	0.9894	5	-0.00465018
1102	4	2	1	0.5	1.236	-0.0054	0.9782	5	-0.00528228
122	0	2	0	0.3	1.196	-0.0077	0.812	5	-0.0062524
272	1	0	2	0.3	1.038	-0.0068	0.941	5	-0.0063988
121	0	2	0	0.3	1.039	-0.0077	0.848	5	-0.0065296
265	1	0	1	0.7	1.106	-0.009	0.7324	5	-0.0065916
572	2	1	2	0.3	1.297	-0.0093	0.9183	5	-0.00854019
671	2	3	0	0.7	1.169	-0.0094	1	4	-0.0094
424	1	3	0	0.3	1.188	-0.0113	0.8864	5	-0.01001632
301	1	1	0	0.3	0.931	-0.0105	0.956	5	-0.010038
635	2	2	2	0.5	0.909	-0.0117	0.9553	5	-0.01117701
127	0	2	0	0.5	1.127	-0.0123	0.9211	5	-0.01132953
1402	5	3	1	0.5	1.114	-0.0152	0.7556	5	-0.01148512
742	3	0	1	0.5	1.794	-0.0141	0.9526	5	-0.01343166
658	2	2	3	0.7	1.527	-0.0202	0.8579	5	-0.01732958
1258	5	0	3	0.7	1.312	-0.0204	0.9235	5	-0.0188394
1095	4	2	1	0.3	1.683	-0.019	1	5	-0.019
1137	4	2	3	0.7	1.12	-0.0281	0.6855	5	-0.01926255
114	0	1	3	0.5	1.488	-0.0224	0.9344	5	-0.02093056
1275	5	1	1	0.3	1.132	-0.0233	0.9161	5	-0.02134513
857	3	2	1	0.3	0.985	-0.027	0.7907	5	-0.0213489
294	1	0	3	0.5	0.914	-0.0223	0.9929	5	-0.02214167
123	0	2	0	0.3	1.262	-0.0257	0.8946	5	-0.02299122
434	1	3	0	0.7	1.022	-0.0281	0.8417	5	-0.02365177
633	2	2	2	0.3	0.917	-0.027	0.8986	5	-0.0242622
1176	4	3	2	0.5	0.814	-0.0369	0.6743	5	-0.02488167
606	2	2	0	0.5	1.087	-0.0252	1	4	-0.0252
94	0	1	2	0.3	1.454	-0.0278	0.9313	5	-0.02589014
667	2	3	0	0.5	1.093	-0.0277	0.9868	5	-0.02733436
1081	4	2	0	0.3	1.569	-0.0289	0.9805	5	-0.02833645
1087	4	2	0	0.5	1.244	-0.0402	0.751	5	-0.0301902
212	0	3	2	0.3	0.99	-0.0542	0.5634	5	-0.03053628
668	2	3	0	0.5	1.771	-0.0318	0.9853	4	-0.03133254
97	0	1	2	0.5	1.716	-0.0352	0.9028	5	-0.03177856
379	1	2	1	0.3	1.24	-0.0347	0.9282	5	-0.03220854
1272	5	1	0	0.7	1.055	-0.0354	0.9259	4	-0.03277686
601	2	2	0	0.3	1.065	-0.0336	1	4	-0.0336
423	1	3	0	0.3	0.986	-0.0461	0.7472	5	-0.03444592
167	0	2	3	0.3	1.097	-0.0456	0.8096	5	-0.03691776
672	2	3	0	0.7	1.26	-0.0382	1	4	-0.0382
378	1	2	1	0.3	1.434	-0.0453	0.9382	5	-0.04250046
559	2	1	1	0.3	1.64	-0.0443	0.9808	5	-0.04344944
829	3	1	3	0.3	0.932	-0.0467	0.9546	5	-0.04457982
131	0	2	0	0.7	0.835	-0.0479	0.9482	4	-0.04541878
1163	4	3	1	0.5	0.984	-0.0605	0.7702	5	-0.0465971
1262	5	1	0	0.3	0.976	-0.0476	0.9792	4	-0.04660992
741	3	0	1	0.5	1.704	-0.0532	0.9064	5	-0.04822048
1005	4	0	3	0.3	1.04	-0.0529	0.9211	5	-0.04872619
133	0	2	0	0.7	1.014	-0.054	0.9405	4	-0.050787
937	3	3	2	0.5	0.99	-0.0672	0.7721	5	-0.05188512
462	1	3	2	0.7	1.113	-0.0551	0.9437	5	-0.05199787
1384	5	3	0	0.3	1.277	-0.0538	0.9712	5	-0.05225056
116	0	1	3	0.7	1.319	-0.0639	0.8311	5	-0.05310729
311	1	1	0	0.7	1.016	-0.0578	0.9303	5	-0.05377134
1269	5	1	0	0.5	0.954	-0.0609	0.8939	5	-0.05443851
1047	4	1	1	0.7	0.902	-0.0614	0.9399	4	-0.05770986
712	2	3	3	0.5	1.554	-0.062	0.9702	5	-0.0601524
288	1	0	3	0.3	1.464	-0.0611	0.9908	5	-0.06053788
740	3	0	1	0.5	1.84	-0.0633	0.97	5	-0.061401
825	3	1	3	0.3	0.943	-0.0656	0.9577	5	-0.06282512
463	1	3	2	0.7	1.258	-0.0648	0.98	5	-0.063504
1280	5	1	1	0.5	0.779	-0.0694	0.9153	5	-0.06352182
1265	5	1	0	0.5	1.002	-0.0668	0.98	5	-0.065464
449	1	3	1	0.7	1.192	-0.0667	1	4	-0.0667
129	0	2	0	0.5	0.896	-0.0749	0.9289	5	-0.06957461
669	2	3	0	0.5	1.403	-0.0826	0.9837	4	-0.08125362
632	2	2	2	0.3	0.919	-0.1176	0.7057	5	-0.08299032
134	0	2	0	0.7	0.918	-0.099	0.8877	4	-0.0878823
711	2	3	3	0.5	1.645	-0.0914	0.9832	5	-0.08986448
273	1	0	2	0.3	1.019	-0.0951	0.9596	5	-0.09125796
578	2	1	2	0.5	1.107	-0.1103	0.8955	5	-0.09877365
119	0	1	3	0.7	0.912	-0.1541	0.7907	5	-0.12184687
1264	5	1	0	0.3	0.951	-0.1855	0.9518	4	-0.1765589
